id,latitude,longitude,deities_recorded,deity_groups,families,structure,images_present,temple_name,distance_to_ganga_m,hotspot_class
513,25.311678,83.014698,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,5,,42,3
514,25.311545,83.014642,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,2,,35,3
515,25.311676,83.014943,Ganesh,Ganesh,Ganesh,Built into a wall,1,,26,3
516,25.311584,83.014892,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,4,,21,3
517,25.31181,83.014481,"Siva,Siva-Parvati,Siva family,Ganesh","Ganesh,Shiva,Shiva family,Shiva-Parvati","Ganesh,Shaiva",Built into a wall,3,,67,3
518,25.312196,83.01417,Siva-Parvati,Shiva-Parvati,Shaiva,Built into a wall,2,,120,3
519,25.312741,83.013405,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,1,,217,3
520,25.312604,83.013065,Sitla Maa,Sitala Maa,Goddess,Built into a wall,1,,232,3
521,25.31257,83.013005,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,2,,234,3
522,25.311821,83.012789,Hanuman,Hanuman,Hanuman,Built into a wall,1,,178,3
523,25.311313,83.012929,Hanuman,Hanuman,Hanuman,Built into a wall,1,,130,3
524,25.311454,83.013091,Siva,Shiva,Shaiva,Built into a wall,1,,128,3
525,25.311362,83.012829,__ Bir Baabaa,Bir Baba,Folk,Built into a wall,1,,141,3
526,25.311555,83.013024,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,2,,141,3
527,25.311495,83.012649,Krishna,Krishna,Vaishnava,Temple complex,2,,165,3
528,25.311968,83.01237,"Siva,Siva-Parvati,RAMA","Rama,Shiva,Shiva-Parvati","Shaiva,Vaishnava",Free-standing,0,,220,3
529,25.311958,83.012219,"Siva,Siva family","Shiva,Shiva family",Shaiva,Built into a wall,0,,230,3
530,25.311947,83.012118,"Devi,__ Maa","Devi,Local Maa",Goddess,Built into a wall,0,,238,3
531,25.312114,83.012063,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,0,,254,3
532,25.312097,83.011938,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,0,,262,3
533,25.312089,83.011886,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,0,,266,3
534,25.301266,83.001757,__ Bir Baabaa,Bir Baba,Folk,"Free-standing,Tree-temple",5,,541,0
535,25.304972,82.994057,"Siva,Hanuman","Hanuman,Shiva","Hanuman,Shaiva",Free-standing,5,See photo,530,0
536,25.303417,82.993036,"Siva,Hanuman","Hanuman,Shiva","Hanuman,Shaiva","Free-standing,Tree,Tree-temple,Temple complex",15,,451,0
537,25.302604,82.990886,Hanuman,Hanuman,Hanuman,"Free-standing,Tree,Temple complex",1,Ratnavamca?,489,0
538,25.302511,82.990872,Siva,Shiva,Shaiva,Free-standing,1,,483,0
539,25.302729,82.990928,Siva,Shiva,Shaiva,"Free-standing,Tree-temple,Temple complex",5,,495,0
540,25.314406,83.003424,Ganesh,Ganesh,Ganesh,Tree-temple,3,,192,0
541,25.315697,83.004387,Siva,Shiva,Shaiva,Tree-temple,4,,90,0
542,25.315742,83.005606,Siva,Shiva,Shaiva,Tree,1,,27,0
543,25.315719,83.005684,Devi,Devi,Goddess,Tree-temple,1,,24,0
544,25.315701,83.005731,"Siva,Hanuman","Hanuman,Shiva","Hanuman,Shaiva",Tree-temple,2,,21,0
545,25.315709,83.005938,Siva,Shiva,Shaiva,Tree-temple,0,,28,0
546,25.312619,83.007736,Siva,Shiva,Shaiva,Built into a wall,1,,306,0
547,25.310872,83.006639,"Siva,Siva family","Shiva,Shiva family",Shaiva,Built-around,5,,396,3
548,25.310856,83.007198,Ganesh,Ganesh,Ganesh,Free-standing,1,,451,3
549,25.310668,83.007379,"Siva,Hanuman,Ganesh","Ganesh,Hanuman,Shiva","Ganesh,Hanuman,Shaiva",Built-around,6,,474,3
550,25.311678,83.008959,Siva,Shiva,Shaiva,Built-around,1,,463,3
551,25.311048,83.008802,Siva,Shiva,Shaiva,,1,,425,3
552,25.311398,83.009179,Siva,Shiva,Shaiva,Free-standing,1,,428,3
553,25.311812,83.009618,Hanuman,Hanuman,Hanuman,,1,,421,3
554,25.312232,83.010745,"Siva,Siva family,Hanuman","Hanuman,Shiva,Shiva family","Hanuman,Shaiva",Built into a wall,6,,369,3
555,25.3123,83.010632,Ganesh,Ganesh,Ganesh,Built into a wall,3,,382,3
556,25.312606,83.011401,Siva family,Shiva family,Shaiva,Built into a wall,1,,340,3
557,25.31365,83.011202,Siva,Shiva,Shaiva,Free-standing,1,,436,3
558,25.313928,83.010909,Siva,Shiva,Shaiva,Built-around,1,,479,3
559,25.314163,83.00865,"Krishna,Siva","Krishna,Shiva","Shaiva,Vaishnava",Built into a wall,4,,273,0
560,25.314133,83.010028,"Siva,Ganesh","Ganesh,Shiva","Ganesh,Shaiva",Free-standing,6,,407,3
561,25.315054,83.010734,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,1,,463,3
562,25.314967,83.010791,Siva,Shiva,Shaiva,Built into a wall,1,,469,3
563,25.314944,83.011101,Siva family,Shiva family,Shaiva,Built into a wall,5,,500,3
564,25.315147,83.01038,Ganesh,Ganesh,Ganesh,Built into a wall,0,,427,3
565,25.315154,83.010064,__ Bir Baabaa,Bir Baba,Folk,Built-around,1,,395,3
566,25.316336,83.009784,Siva,Shiva,Shaiva,Free-standing,2,,388,3
567,25.317557,83.009247,Rama family,Rama,Vaishnava,Built into a wall,4,,405,0
568,25.317987,83.008492,Siva,Shiva,Shaiva,Free-standing,0,,383,2
569,25.319515,82.97892,"Siva,Hanuman","Hanuman,Shiva","Hanuman,Shaiva","Free-standing,Temple complex",3,,511,0
570,25.319174,82.979085,"Siva,Other","Other,Shiva","Other,Shaiva","Free-standing,Tree-temple",2,,498,0
571,25.318207,82.980241,"Hanuman,Siva","Hanuman,Shiva","Hanuman,Shaiva",Tree-temple,2,,524,0
572,25.317007,82.980966,Siva,Shiva,Shaiva,Free-standing,1,,469,0
573,25.316304,82.980416,"Siva,Other","Other,Shiva","Other,Shaiva",Free-standing,2,,377,0
574,25.316961,82.976899,Hanuman,Hanuman,Hanuman,Tree-temple,13,,179,0
575,25.317592,82.97724,"Siva,Siva family,Hanuman,Ganesh,Other","Ganesh,Hanuman,Other,Shiva,Shiva family","Ganesh,Hanuman,Other,Shaiva",Temple complex,5,,244,0
576,25.320661,82.98027,Other,Other,Other,"Tree,Free-standing",1,,697,0
577,25.320491,82.982959,"Siva,__ Bir Baabaa,Hanuman,Other","Bir Baba,Hanuman,Other,Shiva","Folk,Hanuman,Other,Shaiva","Free-standing,Temple complex,Tree,Tree-temple",4,,889,0
578,25.321355,82.984806,Siva,Shiva,Shaiva,Tree-temple,1,,853,0
579,25.321466,82.983833,"Hanuman,Siva","Hanuman,Shiva","Hanuman,Shaiva","Free-standing,Tree-temple,Temple complex",2,,930,0
580,25.314527,83.012473,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,0,,420,3
581,25.314765,83.013017,"Siva,Siva family","Shiva,Shiva family",Shaiva,Built into a wall,0,,389,3
582,25.314791,83.013206,Ganesh,Ganesh,Ganesh,Built into a wall,0,,373,3
583,25.314613,83.013607,Hanuman,Hanuman,Hanuman,Built into a wall,0,,328,3
584,25.313879,83.012805,__ Bir Baabaa,Bir Baba,Folk,Built into a wall,0,,351,3
585,25.314125,83.012823,"Siva,Siva-Parvati,Ganesh","Ganesh,Shiva,Shiva-Parvati","Ganesh,Shaiva",Free-standing,0,,366,3
586,25.313672,83.013474,Siva,Shiva,Shaiva,Built into a wall,0,,285,3
587,25.313599,83.013591,Ganesh,Ganesh,Ganesh,Built into a wall,0,,270,3
588,25.313051,83.013453,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,0,,239,3
589,25.313221,83.013392,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,0,,257,3
590,25.313054,83.013252,"Siva-Parvati,Siva,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,0,,252,3
591,25.313232,83.012764,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,0,,301,3
592,25.313267,83.012828,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,"Built into a wall,Temple complex",2,,299,3
593,25.313229,83.012777,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Temple complex,1,,300,3
594,25.313146,83.01269,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,1,,300,3
595,25.313285,83.012752,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,0,,306,3
596,25.313544,83.012686,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,"Free-standing,Built into a wall",0,,331,3
597,25.312879,83.012534,"__ Maa,Devi","Devi,Local Maa",Goddess,Built into a wall,1,,289,3
598,25.312418,83.011543,"__ Maa,Devi","Devi,Local Maa",Goddess,Built into a wall,1,,315,3
599,25.312469,83.01185,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,1,,296,3
600,25.312507,83.012069,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,1,,283,3
601,25.31246,83.011947,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,1,,288,3
602,25.312237,83.012263,Ganesh,Ganesh,Ganesh,Built into a wall,3,,248,3
603,25.312364,83.011547,"Siva,Siva family,Siva-Parvati","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,3,,311,3
604,25.312185,83.011648,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,2,,291,3
605,25.312088,83.011602,"__ Maa,Devi","Devi,Local Maa",Goddess,Temple complex,0,,289,3
606,25.312164,83.011782,"__ Maa,Devi","Devi,Local Maa",Goddess,Temple complex,1,Ranichandrawati devi,279,3
607,25.312056,83.011636,Hanuman,Hanuman,Hanuman,Built into a wall,0,,284,3
608,25.312011,83.011681,"Krishna,RAMA,Rama-Sita","Krishna,Rama",Vaishnava,Free-standing,0,,277,3
609,25.311971,83.012038,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,2,,246,3
610,25.312444,83.011948,"Siva-Parvati,Siva","Shiva,Shiva-Parvati",Shaiva,Built into a wall,0,,287,3
611,25.312508,83.011707,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,0,,309,3
612,25.312242,83.011824,Siva-Parvati,Shiva-Parvati,Shaiva,Built into a wall,0,,281,3
613,25.311732,83.0122,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,"Tree-temple,Free-standing",0,,217,3
614,25.311767,83.012287,Shaayari maa,Local Maa,Goddess,Built into a wall,0,,212,3
615,25.31214,83.01343,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,0,,170,3
616,25.312582,83.014102,"__ Maa,Devi","Devi,Local Maa",Goddess,Built into a wall,0,,157,3
617,25.312569,83.01414,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,2,,153,3
618,25.313099,83.015123,"Siva-Parvati,Siva","Shiva,Shiva-Parvati",Shaiva,Built into a wall,2,,111,3
619,25.313099,83.015123,"Siva-Parvati,Siva,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,0,,111,3
620,25.313099,83.015123,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,2,,111,3
621,25.313587,83.015652,Siva,Shiva,Shaiva,Temple complex,1,,93,3
622,25.313587,83.015652,Hanuman,Hanuman,Hanuman,Built into a wall,0,,93,3
623,25.313587,83.015652,Siva-Parvati,Shiva-Parvati,Shaiva,Temple complex,2,,93,3
624,25.313587,83.015652,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Temple complex,0,,93,3
625,25.313587,83.015652,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Temple complex,0,,93,3
626,25.313587,83.015652,Siva,Shiva,Shaiva,Temple complex,1,,93,3
627,25.313587,83.015652,Siva,Shiva,Shaiva,Built into a wall,0,,93,3
628,25.313684,83.015616,"__ Maa,Devi","Devi,Local Maa",Goddess,Free-standing,0,,101,3
629,25.313684,83.015616,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Temple complex,0,,101,3
630,25.312623,83.015134,"__ Maa,Devi","Devi,Local Maa",Goddess,,0,,84,3
631,25.312833,83.014767,"Siva-Parvati,Siva,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,2,,127,3
632,25.312833,83.014767,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,0,,127,3
633,25.312833,83.014767,"__ Maa,Devi","Devi,Local Maa",Goddess,Built into a wall,0,,127,3
634,25.312593,83.013778,Siva,Shiva,Shaiva,Built into a wall,0,,179,3
635,25.302372,83.010036,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,2,Rameshwar mahadev kashikhandokt,0,0
636,25.312244,83.014908,Ganesh,Ganesh,Ganesh,Temple complex,1,,81,3
637,25.312538,83.015093,"__ Maa,Devi","Devi,Local Maa",Goddess,Temple complex,0,,83,3
638,25.312505,83.015082,Siva,Shiva,Shaiva,Temple complex,0,,83,3
639,25.311339,83.014524,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,3,,29,3
640,25.312332,83.015176,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,4,,67,3
641,25.312367,83.015218,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,3,,64,3
642,25.312175,83.015159,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,0,,58,3
643,25.312121,83.01537,Hanuman,Hanuman,Hanuman,Free-standing,0,,39,3
644,25.312401,83.01534,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,0,,54,3
645,25.312594,83.015658,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,4,,34,3
646,25.312518,83.015751,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Temple complex,0,,22,3
647,25.312488,83.015749,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,4,,21,3
648,25.312461,83.015697,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,0,,24,3
649,25.312604,83.015665,Hanuman,Hanuman,Hanuman,Built into a wall,0,,34,3
650,25.3125,83.015561,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,2,,39,3
651,25.312559,83.015432,Ganesh,Ganesh,Ganesh,Built into a wall,0,,53,3
652,25.312504,83.015434,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,4,,51,3
653,25.312391,83.015563,"Devi,__ Maa","Devi,Local Maa",Goddess,Built into a wall,0,,34,3
654,25.312435,83.015452,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,2,,46,3
655,25.312543,83.015382,"Siva,Siva-Parvati,Siva family,Ganesh","Ganesh,Shiva,Shiva family,Shiva-Parvati","Ganesh,Shaiva",Built into a wall,7,,57,3
656,25.312324,83.015456,Ganesh,Ganesh,Ganesh,Built into a wall,0,,40,3
657,25.312368,83.015535,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,4,,35,3
658,25.312571,83.015356,Ganesh,Ganesh,Ganesh,Built into a wall,2,,61,3
659,25.312381,83.015102,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,3,,75,3
660,25.312618,83.015344,"__ Maa,Devi","Devi,Local Maa",Goddess,Free-standing,0,,64,3
661,25.31244,83.015366,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,2,Harishchandeshwar mahadev,54,3
662,25.312661,83.015407,"__ Maa,Devi","Devi,Local Maa",Goddess,Built into a wall,3,,60,3
663,25.312844,83.015459,"__ Maa,Devi","Devi,Local Maa",Goddess,Free-standing,0,,67,3
664,25.312819,83.01546,"__ Maa,Devi","Devi,Local Maa",Goddess,Built into a wall,0,,65,3
665,25.312785,83.015309,"Ganesh,Hanuman","Ganesh,Hanuman","Ganesh,Hanuman",Tree-temple,4,,75,3
666,25.312945,83.014242,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,2,,180,3
667,25.312763,83.013863,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,10,,188,3
668,25.312752,83.014001,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,0,,178,3
669,25.312707,83.013991,Siva-Parvati,Shiva-Parvati,Shaiva,Built into a wall,0,,175,3
670,25.31271,83.013788,Sitla Maa,Sitala Maa,Goddess,Built into a wall,4,,188,3
671,25.311195,83.008924,Devi,Devi,Goddess,Built into a wall,2,,428,3
672,25.315423,83.011357,Hanuman,Hanuman,Hanuman,,0,,523,3
673,25.316146,83.011715,Hanuman,Hanuman,Hanuman,Temple complex,0,,436,3
674,25.316628,83.012202,Siva,Shiva,Shaiva,Built into a wall,2,,365,3
675,25.31664,83.012,"Siva,Ganesh","Ganesh,Shiva","Ganesh,Shaiva",Built into a wall,5,,374,3
676,25.305033,82.992801,"Siva,Rama family,Hanuman,Ganesh","Ganesh,Hanuman,Rama,Shiva","Ganesh,Hanuman,Shaiva,Vaishnava",Tree-temple,8,,597,0
677,25.304628,82.992495,"Rama-Sita,Ganesh","Ganesh,Rama","Ganesh,Vaishnava","Free-standing,Tree",3,,596,0
678,25.306552,82.988352,"Siva,Ganesh","Ganesh,Shiva","Ganesh,Shaiva",Free-standing,2,,740,0
679,25.31562,83.015102,Ganesh,Ganesh,Ganesh,Built into a wall,0,,253,3
680,25.31562,83.015102,Siva-Parvati,Shiva-Parvati,Shaiva,Built into a wall,0,,253,3
681,25.315424,83.014298,Ganesh,Ganesh,Ganesh,Built into a wall,0,,309,3
682,25.313494,83.014004,Ganesh,Ganesh,Ganesh,Built into a wall,0,,228,3
683,25.313223,83.013599,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,2,Someshwar mahadev,244,3
684,25.313118,83.013951,"Siva-Parvati,Siva","Shiva,Shiva-Parvati",Shaiva,Built into a wall,1,,214,3
685,25.313158,83.01383,Ganesh,Ganesh,Ganesh,Built into a wall,0,,225,3
686,25.314035,83.014305,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,0,,237,3
687,25.313051,83.014287,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,3,,181,3
688,25.314788,83.014416,"Siva-Parvati,Siva family,Siva","Shiva,Shiva family,Shiva-Parvati",Shaiva,,2,,264,3
689,25.3132,83.01476,Ganesh,Ganesh,Ganesh,Built into a wall,1,,147,3
690,25.313609,83.014898,Ganesh,Ganesh,Ganesh,Built into a wall,1,,162,3
691,25.313562,83.01485,Hanuman,Hanuman,Hanuman,Built into a wall,0,,163,3
692,25.31369,83.015196,Siva,Shiva,Shaiva,Free-standing,1,,140,3
693,25.313725,83.015351,"Siva,Ganesh","Ganesh,Shiva","Ganesh,Shaiva",Built into a wall,2,,127,3
694,25.314202,83.015278,"__ Maa,Devi","Devi,Local Maa",Goddess,Built into a wall,0,,158,3
695,25.313684,83.015531,Ganesh,Ganesh,Ganesh,Built into a wall,1,,109,3
696,25.313637,83.015583,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,1,Dukhhareshwar mandir,102,3
697,25.313568,83.015571,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,2,Upshanteshwar mandir,100,3
698,25.313627,83.015604,Ganesh,Ganesh,Ganesh,Built into a wall,1,,100,3
699,25.313522,83.015574,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,0,,97,3
700,25.313481,83.015719,Siva,Shiva,Shaiva,Built into a wall,4,Nageshwar mahadev,82,3
701,25.313576,83.015694,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,5,,89,3
702,25.314594,83.01472,"__ Maa,Devi","Devi,Local Maa",Goddess,Free-standing,2,,227,3
703,25.313407,83.015863,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,2,,65,3
704,25.313155,83.015846,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Temple complex,0,,54,3
705,25.313024,83.015556,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Temple complex,2,,71,3
706,25.313098,83.015712,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Temple complex,0,,63,3
707,25.313147,83.015809,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Temple complex,7,,57,3
708,25.313183,83.015973,"__ Maa,Devi","Devi,Local Maa",Goddess,Temple complex,1,,44,3
709,25.312828,83.015661,"__ Maa,Devi","Devi,Local Maa",Goddess,Free-standing,2,,49,3
710,25.312817,83.015667,Krishna,Krishna,Vaishnava,Free-standing,2,,48,3
711,25.313873,83.01506,"__ Maa,Devi","Devi,Local Maa",Goddess,Temple complex,1,,161,3
712,25.31408,83.014958,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,2,,180,3
713,25.31408,83.014958,"Siva,Siva-Parvati,Krishna","Krishna,Shiva,Shiva-Parvati","Shaiva,Vaishnava",Built into a wall,3,,180,3
714,25.313203,83.015665,"Ganesh,Hanuman,__ Maa,Devi","Devi,Ganesh,Hanuman,Local Maa","Ganesh,Goddess,Hanuman",Built into a wall,4,,73,3
715,25.312497,83.016039,Hanuman,Hanuman,Hanuman,Built into a wall,1,,0,3
716,25.312511,83.016024,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,1,,0,3
717,25.312581,83.015889,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,1,,15,3
718,25.312508,83.015907,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,7,,8,3
719,25.312409,83.015919,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,3,,2,3
720,25.312412,83.01587,Hanuman,Hanuman,Hanuman,Built into a wall,1,,6,3
721,25.312408,83.01592,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,1,,2,3
722,25.312474,83.015734,"Siva-Parvati,Siva,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,3,,22,3
723,25.313588,83.016282,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,9,,37,3
724,25.313494,83.016033,Ganesh,Ganesh,Ganesh,Free-standing,3,,54,3
725,25.313552,83.016113,Ganesh,Ganesh,Ganesh,Built into a wall,1,,50,3
726,25.313497,83.015961,Siva,Shiva,Shaiva,Built into a wall,1,,61,3
727,25.31423,83.01634,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,0,,64,3
728,25.314273,83.016375,Ganesh,Ganesh,Ganesh,Built into a wall,1,,65,3
729,25.314252,83.016111,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,1,,85,3
730,25.313967,83.015935,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,2,,87,3
731,25.314678,83.015665,"Siva,Ganesh","Ganesh,Shiva","Ganesh,Shaiva",Built into a wall,3,,149,3
732,25.314683,83.016678,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,1,,65,3
733,25.31466,83.016347,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,0,,93,3
734,25.314727,83.016291,"__ Maa,Devi","Devi,Local Maa",Goddess,Free-standing,1,,102,3
735,25.314934,83.016953,"RAMA,Rama-Sita",Rama,Vaishnava,Free-standing,3,,55,3
736,25.314774,83.016927,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,1,,47,3
737,25.315079,83.016995,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,1,,65,3
738,25.314252,83.016702,Ganesh,Ganesh,Ganesh,Built into a wall,1,,41,3
739,25.314957,83.017154,"Siva,Siva-Parvati,__ Maa,Devi","Devi,Local Maa,Shiva,Shiva-Parvati","Goddess,Shaiva",Built into a wall,4,,45,3
740,25.315025,83.01719,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,1,,49,3
741,25.314652,83.017019,"Siva,__ Maa,Devi","Devi,Local Maa,Shiva","Goddess,Shaiva",Free-standing,0,,32,3
742,25.314909,83.017232,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Temple complex,0,,36,3
743,25.314804,83.017212,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Temple complex,1,,27,3
744,25.314983,83.017233,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,0,,43,3
745,25.315143,83.017316,"__ Maa,Devi","Devi,Local Maa",Goddess,Temple complex,0,,54,3
746,25.315032,83.017125,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,1,,53,3
747,25.316234,83.017174,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,2,,165,3
748,25.316027,83.016465,"Siva,Siva family","Shiva,Shiva family",Shaiva,Built into a wall,0,,182,3
749,25.315991,83.016203,"Siva,Siva family","Shiva,Shiva family",Shaiva,Built into a wall,1,,193,3
750,25.318135,82.984416,"Siva,Hanuman","Hanuman,Shiva","Hanuman,Shaiva","Free-standing,Temple complex,Tree",3,,670,0
751,25.32084,82.986522,Siva-Parvati,Shiva-Parvati,Shaiva,Tree-temple,2,,700,0
752,25.32086,82.986491,Hanuman,Hanuman,Hanuman,"Free-standing,Temple complex",2,,704,0
753,25.31953,82.983904,Other,Other,Other,Tree,0,,790,0
754,25.319516,82.983863,Siva,Shiva,Shaiva,Tree,1,,793,0
755,25.318278,82.98265,"Siva,Hanuman,Other","Hanuman,Other,Shiva","Hanuman,Other,Shaiva","Free-standing,Temple complex,Tree",3,,665,0
756,25.318306,82.982758,Other,Other,Other,Tree,1,,669,0
757,25.318629,82.983363,Siva,Shiva,Shaiva,Free-standing,1,,713,0
